"","Time","Output","Amount","Investment","HCR"
"843",33,"Lost.or.Gained.Yield.Rel.K.2.2.1",5.73238937533118,"Med Investment","Buffer"
"853",34,"Lost.or.Gained.Yield.Rel.K.2.2.1",7.04271906380691,"Med Investment","Buffer"
"863",35,"Lost.or.Gained.Yield.Rel.K.2.2.1",7.04273795638413,"Med Investment","Buffer"
"873",36,"Lost.or.Gained.Yield.Rel.K.2.2.1",7.5573812068836,"Med Investment","Buffer"
"883",37,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.96388898853577,"Med Investment","Buffer"
"893",38,"Lost.or.Gained.Yield.Rel.K.2.2.1",5.81275068469385,"Med Investment","Buffer"
"903",39,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.23532306061239,"Med Investment","Buffer"
"915",40,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.03228063770332,"Med Investment","Buffer"
"923",41,"Lost.or.Gained.Yield.Rel.K.2.2.1",7.6128659793945,"Med Investment","Buffer"
"933",42,"Lost.or.Gained.Yield.Rel.K.2.2.1",7.84830494385962,"Med Investment","Buffer"
"943",43,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.0887085765653,"Med Investment","Buffer"
"953",44,"Lost.or.Gained.Yield.Rel.K.2.2.1",7.05315072702285,"Med Investment","Buffer"
"963",45,"Lost.or.Gained.Yield.Rel.K.2.2.1",7.62335111231999,"Med Investment","Buffer"
"973",46,"Lost.or.Gained.Yield.Rel.K.2.2.1",5.85087739563495,"Med Investment","Buffer"
"983",47,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.23828283983003,"Med Investment","Buffer"
"993",48,"Lost.or.Gained.Yield.Rel.K.2.2.1",7.10498106800061,"Med Investment","Buffer"
"1003",49,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.90178310821507,"Med Investment","Buffer"
"1013",50,"Lost.or.Gained.Yield.Rel.K.2.2.1",7.27723868450239,"Med Investment","Buffer"
"1023",51,"Lost.or.Gained.Yield.Rel.K.2.2.1",6.33150735516022,"Med Investment","Buffer"
"1063",4,"Lost.or.Gained.Yield.Rel.K.2.3.1",5.61322244482987,"High Investment","Buffer"
"1073",5,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.08894165335179,"High Investment","Buffer"
"1083",6,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.57412559613066,"High Investment","Buffer"
"1093",7,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.22703493825142,"High Investment","Buffer"
"1103",8,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.57665314446868,"High Investment","Buffer"
"1115",9,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.39895274265642,"High Investment","Buffer"
"1123",10,"Lost.or.Gained.Yield.Rel.K.2.3.1",5.85472951229177,"High Investment","Buffer"
"1133",11,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.25680172394329,"High Investment","Buffer"
"1143",12,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.80964365325356,"High Investment","Buffer"
"1153",13,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.78638488944477,"High Investment","Buffer"
"1163",14,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.78159142246863,"High Investment","Buffer"
"1173",15,"Lost.or.Gained.Yield.Rel.K.2.3.1",7.46972222039892,"High Investment","Buffer"
"1183",16,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.60826691079917,"High Investment","Buffer"
"1193",17,"Lost.or.Gained.Yield.Rel.K.2.3.1",5.98527114050404,"High Investment","Buffer"
"1203",18,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.02223373017948,"High Investment","Buffer"
"1215",19,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.89456370076519,"High Investment","Buffer"
"1223",20,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.46646738957295,"High Investment","Buffer"
"1233",21,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.84644338230385,"High Investment","Buffer"
"1243",22,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.36612236731949,"High Investment","Buffer"
"1253",23,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.46951372068308,"High Investment","Buffer"
"1263",24,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.0211971152445,"High Investment","Buffer"
"1273",25,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.17187503086693,"High Investment","Buffer"
"1283",26,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.24849658383684,"High Investment","Buffer"
"1293",27,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.83026701814624,"High Investment","Buffer"
"1303",28,"Lost.or.Gained.Yield.Rel.K.2.3.1",5.71198238659875,"High Investment","Buffer"
"1315",29,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.33035442666955,"High Investment","Buffer"
"1323",30,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.63940690691181,"High Investment","Buffer"
"1333",31,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.61576165712355,"High Investment","Buffer"
"1343",32,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.20367947675525,"High Investment","Buffer"
"1353",33,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.78257247281041,"High Investment","Buffer"
"1363",34,"Lost.or.Gained.Yield.Rel.K.2.3.1",5.77028497419684,"High Investment","Buffer"
"1373",35,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.51367566458166,"High Investment","Buffer"
"1383",36,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.3396383557831,"High Investment","Buffer"
"1393",37,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.02566378356375,"High Investment","Buffer"
"1403",38,"Lost.or.Gained.Yield.Rel.K.2.3.1",7.26543544137836,"High Investment","Buffer"
"1415",39,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.69977969193845,"High Investment","Buffer"
"1423",40,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.4319434458615,"High Investment","Buffer"
"1433",41,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.57743376249185,"High Investment","Buffer"
"1443",42,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.45304952335075,"High Investment","Buffer"
"1453",43,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.96777587554403,"High Investment","Buffer"
"1463",44,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.05878521512114,"High Investment","Buffer"
"1473",45,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.55538575448859,"High Investment","Buffer"
"1483",46,"Lost.or.Gained.Yield.Rel.K.2.3.1",5.70072437066729,"High Investment","Buffer"
"1493",47,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.34729178255903,"High Investment","Buffer"
"1503",48,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.14196647649165,"High Investment","Buffer"
"1513",49,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.20787143023296,"High Investment","Buffer"
"1523",50,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.98429939084293,"High Investment","Buffer"
"1533",51,"Lost.or.Gained.Yield.Rel.K.2.3.1",6.52477908550159,"High Investment","Buffer"
